school_id,cn_name,en_name,tags,faculty,school,category,entry_month,duration,tuition,interview,objectives,apply_requirements,language_requirements,analysis,curriculum,url
,语言学硕士,MA in Linguistics,"社科, 语言",,佐治亚大学,语言,秋季,33-36学分,"26,576美元",无,无,申请人的学位不必是语言学，但强烈推荐与语言学相关的课程或经验,雅思: 无要求; 托福: 无要求,无,未找到课程设置,http://linguistics.uga.edu/ma-thesis-introduction
,经济学文学硕士,MA in Economics,"商科, 经济",,福特汉姆大学,经济,STEM,春季/秋季,1年,无,无,GPA3.4,雅思: 100; 托福: 7,福特汉姆大学经济学文学硕士项目旨在为学生建立现代经济理论的坚实基础，掌握市场和经济体运作的知识。通过项目课程的学习，学生将能够运用数学和计量经济学技能分析经济问题、评估项目和政策；开发研究问题——实证和理论——并分析问题；以书面和口头的形式，在工作中清晰有效地交流经济内容和观点。课程要求10门课程，包括4门核心课程和6门选修课，总共30个学分经济学硕士课程包括了宏观经济学、微观经济学、计量经济学、产业经济学等领域的内容。学生可以根据自己的兴趣选择国际贸易、金融市场、经济法等选修课程，以拓宽知识面和专业领域。该项目一年制，包含下午和晚上的晚间课程，以容纳兼职学生Fordham在纽约而言，Fordham的校友圈是非常强大的，并且学校口碑在当地也很不错。一个有效的校友圈，对于找工作而言是至关重要的。借助于NY这个优越的地理位置，学生有大量实习机会。学校和在纽约的3500多家企业长期合作给学生提供实习机会。毕业生可以在各个领域担任金融分析师，经济学家和高管的职业：跨国业务，国际银行，国际公共行政和政府，私营部门与非政府组织的发展。forham现在使用stem cip代码“计量经济学和定量经济学”指定经济学硕士学位。准确地反映了学术课程的定量和分析重点，并允许拥有有效f1签证的国际学生要求将opt延长两年（作为标准一年的补充）。学校还为学生提供了就业规划服务和机会，包括实习机会、职业指导、校友网络支持和创业支持，找工作来讲还是占优势的。申请要求托福：100；GRE: Verbal平均159，Quantitative平均分154。,未找到课程设置,https://www.fordham.edu/info/20940/ma_in_economics
,农业和应用经济学,Master of Science in Agricultural and Applied Economics,"商科, 经济",,伊利诺伊大学香槟分校,经济,STEM,秋季/春季,32学分,无,无,GPA3.0及以上。,雅思: 79; 托福: 6.5,无,未找到课程设置,https://ace.illinois.edu/academics/graduate-degrees/master-science-agricultural-and-applied-economics
,计算机科学硕士,Masters Program in Computer Science,"工科, 计算机",,芝加哥大学,计算机,秋季,9门课,6154美元/课,无,无,无,雅思: 90; 托福: 7,"芝加哥大学计算机科学硕士的初始设定并不是完全转专业项目，只是从往届录取学生的背景来看，本科是CS专业的同学并不多，主要录取的都是转专业选手。项目会有一次入学考试（Placement exams），考Programming和Discrete Math，如果成绩达标，则可免修相对应的2门基础课。芝加哥大学计算机科学硕士项目（MPCS）提供全面综合的计算机教育，其中既包括计算机科学基础课程，也包括各项实用技术与技能，满足学生不同的教育需求。

课程设置：核心课程包括编程，算法和系统课程。选修课则关注现阶段CS领域的前沿技术，主要包括：大数据、机器学习高性能计算、移动应用程序开发、云计算和信息安全等课程。项目有2种课程设置：9门课（9month）和12门课（15month）。对于已有一定cs基础，想要凭借master作为跳板，到美国找工作，可以选择9门课，3个quarter短平快拿master 学位，利用课余时间刷题，找工作，毕业直接就业。针对零基础转码的学生来说，则建议选择12门课程，一方面多学一点课程补专业知识，从大数据分析/高性能计算/软件工程/移动计算中选择一个track修课。另一方面可以暑假在美国当地用cpt找实习（degree-required），从而丰富自己的简历。

就业方面：虽然芝加哥的CS专业并不算强势学科，再加上芝加哥的location也不是tech岗位需求旺盛的地区。但根据官方就业统计数据显示，Full-time学生有95%的留美率，其中50%在西海岸，15%在东海岸，30%留在芝加哥。据在读学生反馈，过往中国学生就业率几乎可以达到100%。主要得益于以下几点因素：首先，芝加哥大学的title过简历关是没有问题的；其次，MPCS项目的内耗在CS项目中比较小，对于一些看重diversity的大厂，比如Facebook，拿到面试的机会也会增加不少。

录取方面：项目录取的中国学生大多都是fresh graduates, 专业背景多元，大部分是转专业，专业跨度从理工科到文史哲商科背景都有，学校转专业接受度很高。本科学校还是以Top985为主，院校背景都很不错。在转码项目里，Bar也挺高的，喜欢高三维。",未找到课程设置,https://masters.cs.uchicago.edu/
,数学和统计硕士,MS Mathematics and Statistics,"理科, 数学",,维克森林大学,数学,秋季/春季,30-36学分,1610美元/学分,无,无,"本科主修数学（33 个学时的数学,其中至少 18 个学时需要一年的微积分作为先决条件）。",雅思: 79; 托福: 6.5,"数学和统计硕士Wake Forest University MS Mathematics and Statistics 时长2年（4个semesters，1个summer），课程分了mathematics track 和 the statistics track，以及thesis 和non-thesis track。读博，找工都可(either a terminal degree or preparation for Ph.D. work at another institution)。 

录取来说：对先修课要求比较高（基本就是本科math/stats），转专业要满足这些还挺难的。size不大，1年15-20个学生的size。也因为size小，师生比很好。基本都有奖。",未找到课程设置,无
,应用经济学文学硕士,MA in Applied Economics,"商科, 经济",,南卫理公会大学,经济,秋季,30学分,1128美元/学分,无,无,"GPA3.0，完成统计学入门课程，
微积分中的课程。
如果本科GPA低于3.0,GRE须达到满意成绩才可以入学研究生。",雅思: 80; 托福: 6.5,无,未找到课程设置,https://www.smu.edu/dedman/academics/departments/economics/graduate/ma
,计算机科学硕士,Master of Engineering in Computer Science,"工科, 计算机",,康奈尔大学,计算机,春季/秋季,2学期,58586美元,无,无,"面向对象编程与数据结构,数据结构和函数式程序设计,计算机系统的组织和程序设计,离散结构,微积分基础和线性代数",雅思: 无要求; 托福: 7,"康奈尔大学计算机CS硕士项目也是MEng 学位，授课型就业导向项目，正常是1年制的项目2个学期，有project，理论上也可以延多一个学期（但学校并不建议这么做）。

课程设置：选课自由度比较高，而且cs在工学院选课的优先级比较高，是个优势点。

就业方面：这个项目位于Ithaca，地理位置一般，对就业会有一定影响。因此Cornell tech 越来越吃香了。

录取方面：除了GPA >3.5， 项目录取非常看重实习经历，美国交换经历以及本科学校背景。",未找到课程设置,https://www.cs.cornell.edu/masters/apply/application
,信息安全理学硕士,MS in Information Security,"商科, 信息系统",,卡内基梅隆大学,信息系统,STEM,春季,三或四个学期,机面（kira）,无,申请者必须持有地区认可机构的学士学位且GPA达到3.0及以上。,雅思: 100; 托福: 7,无,未找到课程设置,https://www.cmu.edu/ini/academics/msis/index.html
,政策经济学硕士,Master of Science in Policy Economics,"商科, 经济",,伊利诺伊大学香槟分校,经济,STEM,秋季,1-2年,真人单面,无,无,雅思: 79; 托福: 6.5,伊利诺伊大学香槟分校UIUC 政策经济Policy Economics 硕士项目MSPE是STEM项目，时长很灵活，1年/1.5年/2年皆可，专排/综排都挺拿的出手的。课程设置：项目本身真不“水”，本系的教授上课，选课自由，可以根据兴趣和就业需要选细分的specializations课程，有Ph.D. track，GPA3.8+可以第二年直接修本校PhD课程，第二年结束考PhD 的qualification。就业方面：项目在就业/读博方面都有不错的资源。Size大，国际生比例高。官网明确说了是cost recovery program。可以作为大部分Econ申请者的保底。这里的保底是指“我真心愿意去的保底”。录取方面：录取是rolling的，无面试，早申早录取，审理进度还挺快的，基本1月申，2月发录取。Phd track是required，非phd track可不交gre。DDL很晚：April 1(可以作为定心石的项目，也可以作为补申项目)。,未找到课程设置,http://www.mspe.illinois.edu/
,获取失败,获取失败,,,,,,,,,,,,,,无
,数据科学理学硕士,MS in Data Science,"理科, 数据科学",,里海大学,数据科学,STEM,夏季/春季/秋季,11个月,无,无,相关技术类本科专业，GPA不低于2.75，最后两学期分数不低于3.0,雅思: 79; 托福: 6.5,无,未找到课程设置,https://engineering.lehigh.edu/academics/graduate/masters/data-science
,会计硕士,MS in Accounting,"商科, 会计",,福特汉姆大学,会计,STEM,秋季/春季/夏季,30学分,无,无,"本科没有参加过美国国税局税务课程的人需要学习ACGB 7184个人和商业实体税收，作为3学分的先决条件。

母语非英语且未在美国或英国完成本科或研究生课程的学位需要参加MSGB 809A Adv Pres and Public Speaking和MSGB 809B Advanced Corporate Communications，两门课程均为1.5学分。
根据过去的专业培训或学术课程，可能需要以下三个学分的先决课程:
会计基础I
ACGB 7120外部财务信息和报告
ACGB 7105财务会计
管理会计分析
ACGB 7184个人和企业实体税",雅思: 100; 托福: 7,"福特汉姆大学的MSA项目分为一年的full-time program 和时间更长的part-time program。该专业是一门30学分的课程，有6门核心课程，18学分，包括金融对账分析、国际会计、职业和研究研讨会，除此之外还有会计/税收和商务选修课，除了Fundamentals of Accounting, Financial Accounting, and Individual and Business Entity Taxation.以外，可选择任意税收或会计选修课。 该项目就是为四大会计事务所和其他高端公司而设计的。学生可以学习到最新的相关法律和进行最好的实践，该项目老师，除了本校的老师，也有已经工作的前辈来教授课程，毕业之后，这些老师可能也会是你的老板。学生就业的主要渠道为会计师事务所，企业、政府部门或者创业公司，从事职位比如人员会计师，公共会计师，管理会计师，政府会计师，审计或内部审计师。也有很多毕业生成功在顶级国际公司就业，例如花旗银行、摩根士丹利和普华永道。 福特汉姆大学的MSA项目对学生背景没有要求。学生的GPA均分要求在3.33。从工作经验的角度来说，工作经验不是必须的。从分数上来说的话，福特汉姆商学院建议申请者TOEFL总分不低于100，GRE或者GMAT成绩是一定提交的，要求GMAT平均（mid50%）在640-700，托福最低分100，有面试环节，但是根据以往的申请经验，托福不到100的也有录取的，比较容易申请。对于想申请会计的同学，建议是最好是有相关的会计实习经验或工作经验，申请时明确自己申请会计项目的目的以及未来的职业规划。福特汉姆的会计项目有面试环节，所以充分的面试准备是非常重要的。从项目的课程设置来看，大多是以7开头的课程，难度高，而且前提课程难度也不低，因此，建议想申请的同学要具备一定的会计基础。",未找到课程设置,https://www.fordham.edu/info/24009/accounting
