ID,中文名称,英文名称,标签,所属院校,专业方向,入学时间,项目时长,项目学费,项目规模,就业比例,面试形式,培养目标,申请要求,语言要求,顾问解析,课程设置,申请时间,项目链接,项目官网,排名,学校类型,是否STEM
71819,机械工程理学硕士,MS in Mechanical Engineering,"工科, 机械工程",康奈尔大学,机械工程,秋季,4学期,29500美元,无,无,无,无,无,无,"<p>机械工程硕士Master of Engineering Program in Mechanical and Aerospace Engineering：康奈尔大学机械工程硕士项目是一个旨在培养全能型工程人才的一年期就业导向型的项目，并致力于为学生提供工程科学、现有技术和工程设计等方面的高水平课程，包括一个Project。康奈尔大学机械工程硕士项目课程涵盖丰富，且是一个高度跨学科的项目，所以其灵活性强，能满足学生的个人需求和兴趣。录取方面：建议GPA 3.6/4.0, GRE scores verbal >157; Quantitative >164; analytic >3.0</p><p> 

机械工程理学硕士M.S. program in Mechanical Engineering：康奈尔大学机械工程理学硕士项目2年制，需要Thesis，致力于为学生提供世界一流的课堂训练，并使学生拥有丰富的研究经验。另外，根据以往的经验，通过康奈尔大学机械工程理学硕士项目的学习，学生多数在工业、政府和学术界工作，并取得了职业成功。录取方面：GPA: 3.5 /4.0, GRE: quantitative :160; verbal:  153. 同时有非常不错的科研经历</p>",无,无,https://www.compassedu.hk/majr_71819,无,,"工科, 机械工程, 常春藤联盟, 美国大学协会, 国际大学气候联盟",是
72043,生物医学工程理学硕士,MS in Biomedical Engineering - GT only,"工科, 生物工程",佐治亚理工学院,生物工程,秋季,1-2年,15667美元/学期,无,无,无,无,"1.学位要求：工程,科学,数学的理学学士；
2.先修课：基于微积分的物理课程（1年）,有机化学（建议1学期）,微积分包括微分方程（共4学期）",无,<p>佐治亚理工学院生物医学工程系研究生阶段开设有以下学位项目，分别是：生物医学创新与发展硕士（Master of Biomedical Innovation and Development）(MBID)：为期1年（相当于连续的3个学期），关注生物医学工程设备与技术领域的前沿发展，学生共需修读36个学分，包括一个team-based clinical project，职业导向。</p><p>                                       佐治亚理工学院生物工程理学硕士Master of Science in Biomedical Engineering (MS BMED)项目为期1-2年，共需修读30个学分，虽然有non-thesis，和thesis2个修课模式的选择，但整体偏学术研究导向，适合未来想要在生物医学工程领域继续读博，或者从事业界研究岗的学生。有春/秋季入学。</p>,无,无,https://www.compassedu.hk/majr_72043,无,,"工科, 生物工程, 公立常春藤, 大西洋海岸联盟, 新工科教育国际联盟",是
73021,电子与计算机工程理学硕士,MS in Electrical & Computer Engineering,"工科, 电气电子",弗吉尼亚理工大学,电气电子,STEM,春季/秋季,32学分,无,无,无,无,GPA3.3,无,无,无,无,https://www.compassedu.hk/majr_73021,无,,"工科, 电气电子, 大西洋海岸联盟",是
74027,法学理学硕士,Master of Studies in Law,"社科, 法律",福特汉姆大学,法律,秋季,30学分,"2,463美元/学分",无,无,无,无,无,无,无,无,无,https://www.compassedu.hk/majr_74027,无,,"社科, 法律, 爱国者联盟",否
65674,公共政策与管理理学硕士,Master of Science in Public Policy & Management (MSPPM),"社科, 公共政策与事务",卡内基梅隆大学,公共政策与事务,秋季,3学期-2年,26200美元/学期,无,无,机面（kira）,无,修读过高等代数、微积分、概率与统计等课程,无,<p>课程设置：卡耐基梅隆大学公共政策与管理Public Policy& Management(MSPPM)隶属于Heinz公共政策管理学院。</p><p>MSPPM项目对于应届生来说，分了4种pathway。分别为最传统旗舰项目2年制在匹兹堡；1年在匹兹堡+1年在DC(毕竟DC在MPP领域是有地理优势的，同时第二年在DC可以方便做实习)；另一个pathway是heinz，也称为Past track 16个月三学期，适合有工作经验的申请者。此外在传统2年制匹兹堡的项目基础上，还提供额外的DA track(MSPPM-DA)，是STEM，也是最热门的一个pathway，在原本已经比较量化的课程基础上，加了更多的数据挖掘、人工智能、统计建模方向的课程，更硬核了，基本可以当半个da项目来读了。这个方向的workload也最重，建议已有相关的量化和cs背景，才能更好的读完这个项目。</p><p> </p><p>就业方面：就业方面cmu heinz一直很优秀，项目学生就业方向还是比较多元的，Profit private firms等大厂最多，其次是mpp方向对口NGO组织或者智库等，对于国际生来说，咨询类也是主流去向。至于政府机关，这个基本是美国学生的去向了。</p><p> </p><p>录取方面：录取没有面试，只有一个video，需要做wes，因为cmu heinz需要5年才能waive托福，美本4年的话，还是需要考托福（所以美本申cmu heinz的并不多，也算减少竞争）。</p>,无,无,https://www.compassedu.hk/majr_65674,无,,"社科, 公共政策与事务, 美国大学协会, 新常春藤, 全球大学校长论坛",是
73756,生物系统工程工程硕士,MEng in Biological Systems Engineering,"工科, 生物工程",加州大学戴维斯分校,生物工程,STEM,秋季,36学分,无,无,无,无,没有工程相关学士学位的学生须修过微积分、物理和化学相关课程,无,无,无,无,https://www.compassedu.hk/majr_73756,无,,"工科, 生物工程, 公立常春藤, 美国大学协会, 环太平洋大学联盟, 国际公立大学论坛",是
71881,材料科学与工程工学硕士,M.Eng in Materials Science and Engineering,"工科, 材料",康奈尔大学,材料,秋季/春季,1年,58586美元/年,无,无,无,无,申请材料在截止日期之前收到。cornell本科申请可以免GRE,无,"<p>康奈尔大学材料科学与工程系USNEWS 最新专排第8，研究生阶段开设有材料科学与工程理学硕士（MS in Materials Science and Engineering）：为期2年，该项目以研究为导向，需要撰写研究论文thesis，是terminal学位，it is not related to the Ph.D. program and is not a pathway into the Ph.D. program in Cornell MSE。</p><p> 

材料科学与工程硕士（Master of Engineering in Materials Science and Engineering）：为期1年，共计修读30个课程学分，该项目属专业硕士项目，以授课内容为主，含Corporate实习项目，除了材料科学的专业课程外，还可以修一些与管理、商业领导相关的课程，培养方向以就业导向为主，学生无需撰写研究论文。MENG的录取有春季，标化要求GRE: Quantitative (165), verbal (155), analytical (3.5). 托福: Writing: 20, Listening: 15, Reading: 20, Speaking: 22; AND a total score of >100; 雅思：7.0 </p>",无,无,https://www.compassedu.hk/majr_71881,无,,"工科, 材料, 常春藤联盟, 美国大学协会, 国际大学气候联盟",是
71840,机械工程理学硕士,Master of Science in Mechanical Engineering,"工科, 机械工程",凯斯西储大学,机械工程,春季/夏季/秋季,1.5-2年,2119美元/学分,无,无,无,无,成绩在B-以上或班级排名前三分之一。可以申请多个项目,无,无,无,无,https://www.compassedu.hk/majr_71840,无,,"工科, 机械工程, 美国大学协会",是
74031,法学硕士,Master of Laws,"社科, 法律",南卫理公会大学,法律,STEM,春季/秋季,30学分,无,无,无,无,无,无,无,无,无,https://www.compassedu.hk/majr_74031,无,,"社科, 法律, 私立研究型大学, 国家一类研究型大学之一",是
72704,公共政策和数据分析,MS in Public Policy & Management: Data Analytics,"社科, 公共政策与事务",卡内基梅隆大学,公共政策与事务,秋季,两年,"52,530美元",无,无,无,无,申请者必须持有地区认可机构的学士学位且GPA达到3.0及以上。,无,无,无,无,https://www.compassedu.hk/majr_72704,无,,"社科, 公共政策与事务, 美国大学协会, 新常春藤, 全球大学校长论坛",否
74288,区域规划硕士,Master of Regional Planning,"社科, 建筑",康奈尔大学,建筑,秋季,2年,42688美元,无,无,无,无,无,无,<p>康奈尔大学（Cornell University）的区域规划硕士（Master of Regional Planning，简称M.R.P.）项目为期两年，旨在培养能够应对全球城市化挑战的下一代规划师和城市学家。</p><p>该项目跨学科的课程设置覆盖了空间、社会、经济和政策分析，由在这些领域享有国际声誉的教师团队授课，强调实践与理论的结合，并通过案例研究、实地考察和与行业专家的互动，让学生能够将所学知识应用于现实世界的问题解决中。</p><p>M.R.P.项目毕业生就业前景广阔，常在地方政府、国际组织、非营利组织、设计和房地产公司等领域工作。</p><p>在申请方面，M.R.P.项目不要求提交作品集，而是更注重申请者的学术背景、职业目标和个人陈述，以评估其对城市规划领域的贡献潜力。</p>,无,无,https://www.compassedu.hk/majr_74288,无,,"社科, 建筑, 常春藤联盟, 美国大学协会, 国际大学气候联盟",否
71841,机械工程与消防科学与工程理学硕士,MS in Mechanical Engineering with specialization in Fire Science and Engineering,"工科, 机械工程",凯斯西储大学,机械工程,秋季,1年,2119美元/学分,无,无,无,无,化学、化学工程、机械工程或材料科学与工程专业本科背景,无,无,无,无,https://www.compassedu.hk/majr_71841,无,,"工科, 机械工程, 美国大学协会",是
73755,生物系统工程理学硕士,MS in Biological Systems Engineering,"工科, 生物工程",加州大学戴维斯分校,生物工程,STEM,秋季,30学分,无,无,无,无,没有工程相关学士学位的学生须修过微积分、物理和化学相关课程,无,无,无,无,https://www.compassedu.hk/majr_73755,无,,"工科, 生物工程, 公立常春藤, 美国大学协会, 环太平洋大学联盟, 国际公立大学论坛",是
74021,国际政治经济与发展硕士,MA in International Political Economy and Development,"社科, 国际关系",福特汉姆大学,国际关系,秋季,36学分,"1,593美元/学分",无,无,无,无,GPA3.0,无,无,无,无,https://www.compassedu.hk/majr_74021,无,,"社科, 国际关系, 爱国者联盟",否
72714,获取失败,获取失败,,,,,,,,,,,,,,,,https://www.compassedu.hk/majr_72714,无,,,否
71867,机械工程工学硕士,Master of Engineering in Mechanical Engineering,"工科, 机械工程",德州农工大学,机械工程,秋季/春季,30学分,8666.6美元/学期,无,无,无,无,来自中国的录取申请人必须提供中国高等教育学生信息与就业中心（CHESICC）的成绩单验证报告和中国学位与研究生教育发展中心（CDGDC）的学位验证报告。申请材料在截止日期之前提交完成,无,"<p>德州农工大学的机械工程项目开设于工学院下。engineering school全美第十二，ME全美第十七，还有很多有特色的国之重器工科专业，什么aerospace, petroleum, nuclear之类都能排到前三，工学院简直可以单独出道。</p><p>提一下校名Texas A&M University的中文翻译由来, 在1871-1963时代的名称是The Agricultural and Mechanical College of Texas，“农工”的译名从那个时候开始流传，随着发展，德州农工大学坚持将A（Agriculture农业）和M（Mechanics）作为符号保留下来，60年代更名为A&M，而彼时学校专业已经远远不止农科和工科，保留了A&M简称字样，是为了表示不忘传统和历史，但和农业机械已经没有任何关系了，原则上不好再译为“农工”或“农机”。但大多数人既然已习惯这个叫法，就这么一直叫下去了。</p><p>课程：机械与制造系统、热流体与能源系统、数据科学与实验技术三个选修板块，灵活性比较高，选修课很多。</p><p>就业：州本身就有很多很好的本地企业：德州仪器，石油，化工都是在CS崛起前很火爆的专业，也有相关的很多大公司。就目前来看，就业前景很好，德州本地消化得了大量的人才。</p><p>录取：TAMU是确实是一个性价比很高的学校。综合排名没那么高，所以申请也没有其他名校那么难，但是工科和很大一部分专业排名很靠前，实力很强大。相比于东西海岸昂贵的消费，在这里的费用低很多，但是学校在政府、校友捐赠最多、最富有的大学里排名前十，校园占地面积很大，校内各项设施齐全，低廉的消费，却能换来优越便利的生活水平。而且在情感上，德州人民对TAMU有着比奥斯汀大学更高的认可度。另外，据说TAMU对中国申请留学的学生比奥斯汀大学持有更友好的态度。</p>",无,无,https://www.compassedu.hk/majr_71867,无,,"工科, 机械工程, 美国大学协会, 东南联盟, 国际大学气候联盟",是
